SUMLEV,REGION,DIVISION,STATE,NAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017
40,1,2,36,New York,19378102,19378110,19405185,19526372,19625409,19712514,19773580,19819347,19836286,19849399,27075,121187,99037,87105,61066,45767,16939,13113,61419,243111,239922,239872,237032,239354,234754,232766,35116,149748,146899,152560,148769,153835,156143,159676,26303,93363,93023,87312,88263,85519,78611,73090,23984,110909,112960,113188,118272,128633,131213,130411,-22328,-82689,-106645,-112882,-145416,-168627,-192976,-190508,1656,28220,6315,306,-27144,-39994,-61763,-60097,-884,-396,-301,-513,-53,242,91,120,12.48914859,12.25599418,12.19545831,12.00584692,12.0907454,11.83962944,11.73047662,7.692885235,7.504077528,7.756383071,7.535260388,7.770832402,7.874946795,8.047032576,4.79626335,4.75191665,4.43907524,4.470586531,4.319912999,3.964682647,3.683444043,5.697640092,5.770363295,5.754650544,5.990564678,6.497776737,6.617622268,6.572193475,-4.247916414,-5.447772606,-5.739093038,-7.365428447,-8.518036567,-9.732589567,-9.600842218,1.449723678,0.322590689,0.015557507,-1.374863768,-2.020259831,-3.114967299,-3.028648743
40,3,5,37,North Carolina,9535483,9535721,9574247,9662940,9755299,9849812,9941160,10041769,10156689,10273419,38526,88693,92359,94513,91348,100609,114920,116730,29915,121036,119573,119380,120193,120833,120998,120525,18670,79942,79507,84315,83489,88441,89611,90129,11245,41094,40066,35065,36704,32392,31387,30396,4633,16028,21966,19089,19567,23327,21856,20162,20545,30919,29716,39786,34452,44504,61658,66051,25178,46947,51682,58875,54019,67831,83514,86213,2103,652,611,573,625,386,19,121,12.58354457,12.3155349,12.17845693,12.14624527,12.09362251,11.98091458,11.79876289,8.311194355,8.188899107,8.601328501,8.437079291,8.85165533,8.873053577,8.823154533,4.272350214,4.126635788,3.577128434,3.709165977,3.241967181,3.107861006,2.975608352,1.666355897,2.262409068,1.947349342,1.977366246,2.334692777,2.164125598,1.973753639,3.214503243,3.060627691,4.05873754,3.481587463,4.454201884,6.105218527,6.466045113,4.88085914,5.323036759,6.006086882,5.458953709,6.788894661,8.269344125,8.439798752
40,2,4,38,North Dakota,672591,672585,674518,684830,701380,722908,738658,754859,755548,755393,1933,10312,16550,21528,15750,16201,689,-155,2338,9211,9873,10250,10980,11404,11282,11064,1494,6053,5935,6226,6205,6339,5918,6086,844,3158,3938,4024,4775,5065,5364,4978,237,781,1451,1201,1497,1683,1614,1489,802,6144,10843,15878,9194,9271,-6301,-6653,1039,6925,12294,17079,10691,10954,-4687,-5164,50,229,318,425,284,182,12,31,13.55208526,14.24459498,14.39315644,15.02498006,15.27133605,14.93901975,14.64517807,8.905740105,8.562916153,8.742613853,8.490892645,8.48868811,7.836298428,8.055906882,4.64634516,5.681678822,5.650542587,6.53408741,6.782647938,7.10272132,6.589271189,1.149080294,2.0934779,1.686456672,2.048487718,2.253740667,2.137172299,1.970957172,9.039627822,15.64409433,22.29605248,12.58102611,12.41499092,-8.343446502,-8.806432548,10.18870812,17.73757223,23.98250916,14.62951382,14.66873159,-6.206274203,-6.835475376
40,2,3,39,Ohio,11536504,11536730,11539282,11543332,11546969,11567845,11593741,11606027,11622554,11658609,2552,4050,3637,20876,25896,12286,16527,36055,34809,137928,137680,139090,139558,139546,138074,137396,26563,110661,111408,114529,111900,118279,115889,114938,8246,27267,26272,24561,27658,21267,22185,22458,3412,14751,16027,16870,20395,22020,22367,22131,-8732,-37896,-38359,-19962,-21253,-30317,-27891,-8205,-5320,-23145,-22332,-3092,-858,-8297,-5524,13926,-374,-72,-303,-593,-904,-684,-134,-329,11.95081285,11.92535342,12.0347064,12.05081552,12.02994789,11.88828538,11.80319042,9.588255472,9.649765934,9.909575738,9.662550742,10.19656748,9.97813857,9.873905354,2.362557378,2.275587486,2.125130663,2.388264776,1.833380403,1.910146814,1.929285062,1.278104811,1.388201912,1.459669976,1.761105651,1.898294845,1.925817165,1.901193682,-3.283510264,-3.322520568,-1.727204035,-1.835193842,-2.613560618,-2.401438125,-0.704861694,-2.005405454,-1.934318656,-0.267534058,-0.074088191,-0.715265773,-0.47562096,1.196331987
40,3,7,40,Oklahoma,3751351,3751598,3759529,3785232,3815298,3849840,3875008,3904353,3921207,3930864,7931,25703,30066,34542,25168,29345,16854,9657,13148,52554,52346,53345,53078,53527,52735,52280,8176,37662,36955,38627,38629,39737,39431,39416,4972,14892,15391,14718,14449,13790,13304,12864,1102,4297,6159,5848,6523,7640,7581,7322,1526,6546,8426,13793,4327,7975,-3998,-10470,2628,10843,14585,19641,10850,15615,3583,-3148,331,-32,90,183,-131,-60,-33,-59,13.9312564,13.77430258,13.91886226,13.74214742,13.76128451,13.47762972,13.31623211,9.983616446,9.724321857,10.07861828,10.00123239,10.21600617,10.07748966,10.03964432,3.947639958,4.049980725,3.840243972,3.740915032,3.545278333,3.400140054,3.276587795,1.139068554,1.620676453,1.525869463,1.688835819,1.964171607,1.937497125,1.864985683,1.735243833,2.2172138,3.598891501,1.120280943,2.050296933,-1.021779911,-2.666812361,2.874312387,3.837890252,5.124760963,2.809116762,4.014468541,0.915717214,-0.801826677
40,4,9,41,Oregon,3831074,3831072,3837073,3865845,3893920,3919664,3960673,4016537,4085989,4142776,6001,28772,28075,25744,41009,55864,69452,56787,11880,45394,44913,44990,45473,45681,46012,46551,7803,32517,32942,33422,33819,35359,35591,35527,4077,12877,11971,11568,11654,10322,10421,11024,1163,5043,5015,5202,6713,7717,7748,7712,979,10882,11158,9042,22499,37479,51238,37975,2142,15925,16173,14244,29212,45196,58986,45687,-218,-30,-69,-68,143,346,45,76,11.78618285,11.57586602,11.51584215,11.540877,11.45287638,11.35744581,11.31421301,8.442774543,8.490463307,8.554844998,8.583135467,8.865004181,8.785161566,8.634831594,3.343408303,3.085402715,2.960997156,2.957741528,2.587872201,2.572284248,2.679381414,1.309373928,1.292564917,1.331527248,1.703734244,1.934761652,1.912490006,1.874400351,2.825422781,2.875860287,2.314430868,5.710161888,9.396518332,12.64741391,9.229817597,4.13479671,4.168425204,3.645958116,7.413896132,11.33127998,14.55990391,11.10421795
40,1,2,42,Pennsylvania,12702379,12702857,12711063,12742811,12768034,12778450,12790341,12791124,12787085,12805537,8206,31748,25223,10416,11891,783,-4039,18452,36114,142966,142112,141828,142213,141908,139732,138818,30123,127770,125499,130744,126592,132675,131083,131458,5991,15196,16613,11084,15621,9233,8649,7360,5326,26076,28359,29964,33953,36233,37570,37389,-1704,-8305,-18480,-29853,-36411,-43782,-50098,-25793,3622,17771,9879,111,-2458,-7549,-12528,11596,-1407,-1219,-1269,-779,-1272,-901,-160,-504,11.23333918,11.14130089,11.10352407,11.12395185,11.09459525,10.92586271,10.84828276,10.03933625,9.838874408,10.23577256,9.902071631,10.37274449,10.24958393,10.27311699,1.194002925,1.302426478,0.867751507,1.221880221,0.721850762,0.676278781,0.575165765,2.048882618,2.223289742,2.345841408,2.655815834,2.832754105,2.937656816,2.921857714,-0.652552928,-1.4487956,-2.337151367,-2.848081476,-3.422947044,-3.917240648,-2.015659044,1.39632969,0.774494142,0.008690041,-0.192265641,-0.590192939,-0.979583832,0.906198669
40,1,1,44,Rhode Island,1052567,1052945,1053169,1052154,1052761,1052784,1054782,1055916,1057566,1059639,224,-1015,607,23,1998,1134,1650,2073,2873,11003,11009,10869,10725,10876,11043,10915,2337,9764,9321,9639,9706,10085,9947,9760,536,1239,1688,1230,1019,791,1096,1155,913,4014,3992,3953,4403,4841,4882,4798,-1177,-6299,-5036,-5153,-3318,-4452,-4326,-3854,-264,-2285,-1044,-1200,1085,389,556,944,-48,31,-37,-7,-106,-46,-2,-26,10.45255289,10.46027987,10.32416785,10.17761721,10.30559559,10.45005351,10.31076348,9.275536343,8.85641463,9.155824264,9.210624958,9.5560805,9.412902499,9.219702391,1.177016543,1.603865239,1.168343588,0.966992256,0.749515089,1.037151014,1.091061092,3.81319161,3.793027272,3.75484732,4.178279589,4.587108151,4.619864281,4.532390581,-5.983879908,-4.784991318,-4.894694723,-3.148655843,-4.218509706,-4.093718328,-3.640648874,-2.170688298,-0.991964046,-1.139847403,1.029623746,0.368598445,0.526145953,0.891741707
40,3,5,45,South Carolina,4625364,4625381,4635834,4672744,4719009,4765862,4824758,4892423,4959822,5024369,10453,36910,46265,46853,58896,67665,67399,64547,14180,57475,57521,56559,57286,58279,57899,57996,9674,42034,42074,44667,44520,46819,47816,48071,4506,15441,15447,11892,12766,11460,10083,9925,1363,4325,6115,4843,5320,6603,5992,5447,4465,16887,24335,29721,40125,48970,51263,49015,5828,21212,30450,34564,45445,55573,57255,54462,119,257,368,397,685,632,61,160,12.34882492,12.24925741,11.9261506,11.94625582,11.9950426,11.7534633,11.61756621,9.031239788,8.959775667,9.418578281,9.284071311,9.63633383,9.706620166,9.629423155,3.317585135,3.28948174,2.507572322,2.662184509,2.358708765,2.046843131,1.988143055,0.929250418,1.302206308,1.021205244,1.109417327,1.359036124,1.216372512,1.091124959,3.628266315,5.182206133,6.267033047,8.367550794,10.07905482,10.40635916,9.818522102,4.557516734,6.484412441,7.28823829,9.476968121,11.43809094,11.62273167,10.90964706
40,2,4,46,South Dakota,814180,814197,816227,823338,832576,842513,849455,854036,861542,869666,2030,7111,9238,9937,6942,4581,7506,8124,3032,11797,11890,12058,12439,12255,12247,12154,1928,7295,7434,7287,7171,7756,7321,7275,1104,4502,4456,4771,5268,4499,4926,4879,234,1035,1338,1235,1193,1340,1321,1273,676,1556,3367,3843,409,-1219,1282,1976,910,2591,4705,5078,1602,121,2603,3249,16,18,77,88,72,-39,-23,-4,14.39040233,14.36064916,14.39684697,14.70358778,14.38810067,14.27740388,14.04106266,8.89870179,8.978727156,8.700433231,8.476519651,9.10600643,8.534732901,8.404536023,5.491700543,5.381922008,5.696413743,6.227068124,5.282094241,5.742670983,5.636526633,1.26253,1.616025953,1.474548517,1.410192155,1.573239894,1.540005759,1.470649396,1.898064426,4.066636311,4.588412914,0.48346068,-1.43117868,1.494540033,2.282799063,3.160594426,5.682662264,6.062961431,1.893652835,0.142061214,3.034545792,3.753448459
40,3,6,47,Tennessee,6346105,6346295,6355882,6396281,6450632,6490795,6540007,6590726,6649404,6715984,9587,40399,54351,40163,49212,50719,58678,66580,19659,78617,80309,80283,80449,81878,81622,81419,14309,60206,60636,63501,63552,66111,65992,65544,5350,18411,19673,16782,16897,15767,15630,15875,1588,6997,8348,7907,9394,10915,10794,10469,2827,14985,26104,15128,22632,23943,32274,40232,4415,21982,34452,23035,32026,34858,43068,50701,-178,6,226,346,289,94,-20,4,12.32998669,12.50245876,12.40713254,12.34751322,12.4712002,12.32948619,12.18355951,9.442476543,9.439777478,9.813600927,9.754119509,10.06965872,9.968482183,9.808020538,2.887510142,3.062681284,2.59353161,2.593393714,2.401541483,2.361004008,2.375538967,1.09738246,1.299611821,1.221967253,1.441814556,1.66251191,1.630497586,1.566583776,2.350189533,4.063855652,2.337918376,3.473615822,3.646864193,4.875178718,6.020326533,3.447571992,5.363467473,3.559885629,4.915430378,5.309376103,6.505676304,7.586910309
40,3,7,48,Texas,25145561,25146100,25241648,25644424,26078327,26479279,26954436,27454880,27904862,28304596,95548,402776,433903,400952,475157,500444,449982,399734,92761,381743,378110,384418,394327,402275,404224,404311,40960,168092,169146,178623,180786,187895,192203,194621,51801,213651,208964,205795,213541,214380,212021,209690,14596,70535,76954,82449,95661,110155,111983,110417,27953,117615,145513,110614,163160,174200,125800,79163,42549,188150,222467,193063,258821,284355,237783,189580,1198,975,2472,2094,2795,1709,178,464,15.00383052,14.62064537,14.62844407,14.75948285,14.78698979,14.60353627,14.38587079,6.606601508,6.540487377,6.797227408,6.76673894,6.906721636,6.943782361,6.92484884,8.39722901,8.080157995,7.831216665,7.992743907,7.880268151,7.659753906,7.461021951,2.772271359,2.975634455,3.137471673,3.580548349,4.049122764,4.045647467,3.928769425,4.622679463,5.62665354,4.209248039,6.107005661,6.403315197,4.544818869,2.816714582,7.394950823,8.602287995,7.346719712,9.68755401,10.45243796,8.590466336,6.745484007
40,4,8,49,Utah,2763885,2763889,2775260,2815430,2854222,2899961,2938671,2984917,3044321,3101833,11371,40170,38792,45739,38710,46246,59404,57512,13753,51925,50447,51852,50830,51014,51082,51461,3690,15005,15474,16278,16282,17239,16933,16575,10063,36920,34973,35574,34548,33775,34149,34886,907,3994,4510,4580,4404,5110,5090,5019,462,-599,-614,5664,-50,7584,20147,17568,1369,3395,3896,10244,4354,12694,25237,22587,-61,-145,-77,-79,-192,-223,18,39,18.57552467,17.79544847,18.02236738,17.41161286,17.22402031,16.94476151,16.74575678,5.367852626,5.45853608,5.657797119,5.577333869,5.820458817,5.616961878,5.393616886,13.20767204,12.33691239,12.36457026,11.83427899,11.40356149,11.32779963,11.35213989,1.428803958,1.590926568,1.591885416,1.508572556,1.725305676,1.688438904,1.63321648,-0.21428482,-0.216591777,1.968654803,-0.0171273,2.560610225,6.683099921,5.716745789,1.214519138,1.374334792,3.560540219,1.491445256,4.285915901,8.371538825,7.349962269
40,1,1,50,Vermont,625741,625741,625842,626210,625606,626044,625665,624455,623354,623657,101,368,-604,438,-379,-1210,-1101,303,1659,6053,6087,5978,6118,5975,5849,5807,1331,5431,5456,5559,5606,5934,5618,5497,328,622,631,419,512,41,231,310,54,433,518,702,849,927,936,933,-220,-642,-1717,-620,-1671,-2135,-2256,-918,-166,-209,-1199,82,-822,-1208,-1320,15,-61,-45,-36,-63,-69,-43,-12,-22,9.668927489,9.725071416,9.552191108,9.775435025,9.559082328,9.374832206,9.31347037,8.675358531,8.716936035,8.882674869,8.957353506,9.493488625,9.004583234,8.816281492,0.993568957,1.008135381,0.669516239,0.818081519,0.065593703,0.370248972,0.497188878,0.691664564,0.827597666,1.121719331,1.356545331,1.483057627,1.500229602,1.496378139,-1.025516512,-2.743214658,-0.990692286,-2.669949645,-3.415672095,-3.615938016,-1.472320613,-0.333851949,-1.915616992,0.131027044,-1.313404314,-1.932614469,-2.115708414,0.024057526
40,3,5,51,Virginia,8001024,8001043,8025206,8107548,8188656,8261689,8316902,8366767,8414380,8470020,24163,82342,81108,73033,55213,49865,47613,55640,25715,102345,102756,102537,102591,103238,103019,101515,14675,60446,60211,63427,62637,65496,65725,66786,11040,41899,42545,39110,39954,37742,37294,34729,7343,27426,34129,31099,32299,36467,35114,33365,5441,12830,4293,2876,-17270,-24462,-24813,-12395,12784,40256,38422,33975,15029,12005,10301,20970,339,187,141,-52,230,118,18,-59,12.6878523,12.61103506,12.46624311,12.37632318,12.37593481,12.27794501,12.0247092,7.493574873,7.38957367,7.711327635,7.55637195,7.85151036,7.833195192,7.910971074,5.194277431,5.221461391,4.754915474,4.819951225,4.524424454,4.444749814,4.113738125,3.400039448,4.188582814,3.780954138,3.896471057,4.371580376,4.184934439,3.952168866,1.590552983,0.526871166,0.34965832,-2.083409863,-2.932448492,-2.957247201,-1.468219185,4.990592431,4.715453979,4.130612458,1.813061194,1.439131884,1.227687237,2.483949681
40,4,9,53,Washington,6724540,6724545,6741386,6819155,6890899,6963410,7046931,7152818,7280934,7405743,16841,77769,71744,72511,83521,105887,128116,124809,22236,86679,86720,87236,87392,88771,89908,90459,11825,49850,49450,51329,51281,53772,55958,56457,10411,36829,37270,35907,36111,34999,33950,34002,4446,18918,22359,21916,24623,27642,26967,25984,2289,22022,12360,14667,22952,43095,67088,64579,6735,40940,34719,36583,47575,70737,94055,90563,-305,0,-245,21,-165,151,111,244,12.78400323,12.65057016,12.59333829,12.4753566,12.50317875,12.458022,12.31851153,7.352214045,7.213684206,7.409824626,7.320449945,7.573654999,7.753770468,7.688192503,5.431789189,5.436885953,5.183513664,5.154906651,4.929523754,4.704251535,4.63031903,2.790154169,3.261693936,3.16378103,3.514975117,3.893308255,3.736658355,3.538445082,3.247953013,1.803056356,2.117319601,3.276437026,6.0698256,9.295989012,8.794228946,6.038107182,5.064750292,5.281100631,6.791412143,9.963133855,13.03264737,12.33267403
40,3,5,54,West Virginia,1852994,1853006,1854315,1854891,1855360,1852333,1847624,1839767,1828637,1815857,1309,576,469,-3027,-4709,-7857,-11130,-12780,5104,20466,20677,20926,20572,20089,19431,19098,5230,21909,21490,22255,21671,22781,22404,22227,-126,-1443,-813,-1329,-1099,-2692,-2973,-3129,180,607,632,518,759,857,871,867,1314,1482,759,-2131,-4333,-5963,-9001,-10507,1494,2089,1391,-1613,-3574,-5106,-8130,-9640,-59,-70,-109,-85,-36,-59,-27,-11,11.03524582,11.14587665,11.28788171,11.12012923,10.89605089,10.59370778,10.48046725,11.81330991,11.58412194,12.00476954,11.71419019,12.35616185,12.21457615,12.19757805,-0.778064092,-0.438245283,-0.716887833,-0.594060958,-1.460110957,-1.620868367,-1.717110798,0.327293766,0.34067776,0.279419035,0.410275038,0.464827299,0.474865909,0.475786213,0.799092852,0.40913674,-1.14950186,-2.342189382,-3.234265094,-4.90731119,-5.765958182,1.126386618,0.7498145,-0.870082825,-1.931914344,-2.769437795,-4.432445281,-5.290171969
40,2,3,55,Wisconsin,5686986,5687288,5690403,5705812,5721075,5736673,5751272,5759744,5772917,5795483,3115,15409,15263,15598,14599,8472,13173,22566,17551,67790,67653,66891,67069,67151,66409,66012,11757,48485,47889,50047,49323,51267,50039,49431,5794,19305,19764,16844,17746,15884,16370,16581,1108,5337,6084,6435,7332,8091,8301,8268,-3459,-9001,-10314,-7301,-10008,-15130,-11439,-2086,-2351,-3664,-4230,-866,-2676,-7039,-3138,6182,-328,-232,-271,-380,-471,-373,-59,-197,11.89693245,11.84102022,11.67611646,11.67641384,11.66725856,11.51668292,11.41246845,8.508965477,8.381810374,8.735922626,8.58691437,8.907467421,8.677789107,8.545866326,3.38796697,3.459209844,2.940193832,3.089499471,2.759791143,2.838893816,2.866602123,0.936626766,1.064856947,1.12325738,1.276468507,1.405783816,1.439563688,1.429411155,-1.579647278,-1.805216066,-1.274421466,-1.742348175,-2.628786199,-1.983757261,-0.360637599,-0.643020512,-0.74035912,-0.151164086,-0.465879668,-1.223002383,-0.544193573,1.068773556
40,4,8,56,Wyoming,563626,563767,564376,567602,576608,582341,583334,586102,584910,579315,609,3226,9006,5733,993,2768,-1192,-5595,1994,7472,7438,7515,7708,7798,7633,7513,1291,4450,4379,4616,4536,4839,4653,4847,703,3022,3059,2899,3172,2959,2980,2666,75,252,421,353,319,434,381,328,-235,-61,5368,2395,-2528,-609,-4555,-8613,-160,191,5789,2748,-2209,-175,-4174,-8285,66,13,158,86,30,-16,2,24,13.20167,13.00110994,12.96864659,13.2249555,13.33634333,13.03658716,12.90643991,7.862343615,7.654189353,7.965838014,7.782615223,8.275784224,7.946972362,8.326569177,5.339326383,5.346920583,5.002808579,5.442340275,5.060559107,5.089614795,4.57987073,0.445238335,0.735878903,0.609172621,0.547322367,0.742238139,0.650719207,0.563464966,-0.107775946,9.382893,4.133055035,-4.337401077,-1.041527711,-7.779595768,-14.796109,0.337462389,10.1187719,4.742227656,-3.79007871,-0.299289572,-7.128876561,-14.23264403
40,X,X,72,Puerto Rico,3725789,3726157,3721525,3678732,3634488,3593077,3534874,3473177,3406520,3337177,-4632,-42793,-44244,-41411,-58203,-61697,-66657,-69343,9603,41243,40282,37871,35717,32966,30104,28267,7138,30260,29742,29399,28831,29906,28483,29332,2465,10983,10540,8472,6886,3060,1621,-1065,-7097,-53776,-54784,-49883,-65089,-64757,-68278,-68278,0,0,0,0,0,0,0,0,-7097,-53776,-54784,-49883,-65089,-64757,-68278,-68278,0,0,0,0,0,0,0,0,11.14636965,11.01621447,10.47960136,10.02167383,9.408036557,8.751548215,8.383235486,8.178094355,8.13376324,8.135243336,8.089561783,8.534755241,8.280306531,8.699085976,2.968275291,2.882451232,2.344358024,1.932112047,0.873281316,0.471241684,-0.31585049,-14.53354931,-14.98218295,-13.80354241,-18.26303239,-18.4807445,-19.84912998,-20.24942698,0,0,0,0,0,0,0,-14.53354931,-14.98218295,-13.80354241,-18.26303239,-18.4807445,-19.84912998,-20.24942698
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
